y_true	y_pred	pctid	label1	label2	tm1_true	tm2_true	tm1_pred	tm2_pred
11.12	0.634171	0.0843	WP_132183354.1	OPG07929.1	52.07	63.19	58.58965683	59.22382736
11.12	6.397366	0.0955	WP_132183354.1	WP_143737622.1	52.07	63.19	58.58965683	64.9870224
10.76	-2.636936	0.4053	WP_132183354.1	CCH19814.1	52.07	62.83	58.58965683	55.95272064
10.76	-2.166832	0.0761	WP_132183354.1	WP_039906502.1	52.07	62.83	58.58965683	56.42282486
10.55	-2.31374	0.0702	WP_132183354.1	SHM40309.1	52.07	62.62	58.58965683	56.27591705
10.35	-2.801117	0.3899	WP_132183354.1	WP_101366623.1	52.07	62.42	58.58965683	55.78853989
10.34	10.801601	0.0765	WP_132183354.1	WP_083303042.1	52.07	62.41	58.58965683	69.39125824
10.34	11.515278	0.2045	WP_132183354.1	SCF49212.1	52.07	62.41	58.58965683	70.10493469
9.57	-4.18993	0.0814	WP_132183354.1	PIG53436.1	52.07	61.64	58.58965683	54.39972687
9.57	-4.114315	0.0788	WP_132183354.1	WP_099848711.1	52.07	61.64	58.58965683	54.4753418
9.47	-3.793579	0.1454	WP_132183354.1	WP_091283529.1	52.07	61.54	58.58965683	54.79607773
9.44	-4.995815	0.0939	WP_132183354.1	WP_086849962.1	52.07	61.51	58.58965683	53.59384155
9.3	-1.215176	0.0826	WP_132183354.1	WP_013736455.1	52.07	61.37	58.58965683	57.3744812
9.11	-3.95855	0.0559	WP_132183354.1	KOX03277.1	52.07	61.18	58.58965683	54.63110733
9.11	-3.267616	0.3877	WP_132183354.1	WP_082377728.1	52.07	61.18	58.58965683	55.32204056
9.04	1.53714	0.5873	WP_132183354.1	WP_125191182.1	52.07	61.11	58.58965683	60.12679672
8.96	-4.303806	0.1564	WP_132183354.1	WP_110567505.1	52.07	61.03	58.58965683	54.28585052
8.81	5.351093	0.5548	WP_132183354.1	WP_132386942.1	52.07	60.88	58.58965683	63.94075012
8.79	-4.767303	0.3943	WP_132183354.1	WP_093411427.1	52.07	60.86	58.58965683	53.82235336
8.65	-3.312519	0.3921	WP_132183354.1	WP_130464304.1	52.07	60.72	58.58965683	55.27713776
8.29	-3.092319	0.3833	WP_132183354.1	WP_088988822.1	52.07	60.36	58.58965683	55.49733734
7.79	-3.84494	0.152	WP_132183354.1	WP_083302694.1	52.07	59.86	58.58965683	54.74471664
7.66	3.897736	0.0918	WP_132183354.1	WP_088642378.1	52.07	59.73	58.58965683	62.48739243
7.4	8.237064	0.1171	WP_132183354.1	SCF11721.1	52.07	59.47	58.58965683	66.82672119
7.31	-4.572243	0.3921	WP_132183354.1	WP_130401777.1	52.07	59.38	58.58965683	54.01741409
7.19	-2.884266	0.0859	WP_132183354.1	WP_145923095.1	52.07	59.26	58.58965683	55.70539093
7.17	-1.193909	0.092	WP_132183354.1	WP_078844206.1	52.07	59.24	58.58965683	57.39574814
7.1	3.746437	0.0569	WP_132183354.1	WP_035286617.1	52.07	59.17	58.58965683	62.3360939
6.87	-2.429337	0.5046	WP_132183354.1	WP_124770494.1	52.07	58.94	58.58965683	56.16032028
6.68	-5.168987	0.0883	WP_132183354.1	WP_130477875.1	52.07	58.75	58.58965683	53.42066956
6.21	-3.932224	0.0683	WP_132183354.1	ROO62349.1	52.07	58.28	58.58965683	54.65743256
6.1	2.838627	0.0699	WP_132183354.1	WP_073887759.1	52.07	58.17	58.58965683	61.42828369
5.88	-3.495144	0.078	WP_132183354.1	MTK05241.1	52.07	57.95	58.58965683	55.09451294
5.84	-3.899677	0.3833	WP_132183354.1	WP_112669767.1	52.07	57.91	58.58965683	54.68997955
5.75	-4.071354	0.0829	WP_132183354.1	WP_109639600.1	52.07	57.82	58.58965683	54.51830292
5.69	-1.68853	0.0688	WP_132183354.1	WP_111700265.1	52.07	57.76	58.58965683	56.90112686
5.39	-1.303597	0.1057	WP_132183354.1	WP_141569747.1	52.07	57.46	58.58965683	57.28606033
5.24	2.140965	0.0845	WP_132183354.1	KWV30420.1	52.07	57.31	58.58965683	60.73062134
4.85	-5.570145	0.0795	WP_132183354.1	WP_093954453.1	52.07	56.92	58.58965683	53.01951218
3.98	-13.771931	0.0593	WP_132183354.1	erickson_709	52.07	56.05	58.58965683	44.81772614
3.97	7.824635	0.0842	WP_132183354.1	WP_043791386.1	52.07	56.04	58.58965683	66.41429138
3.88	0.029972	0.0519	WP_132183354.1	WP_084434874.1	52.07	55.95	58.58965683	58.61962891
3.83	-2.559223	0.059	WP_132183354.1	WP_103503499.1	52.07	55.9	58.58965683	56.03043365
3.53	-2.838196	0.0729	WP_132183354.1	OKK16161.1	52.07	55.6	58.58965683	55.75146103
3.19	0.126354	0.0707	WP_132183354.1	WP_083950838.1	52.07	55.26	58.58965683	58.71601105
3.01	-14.011364	0.0649	WP_132183354.1	ADV92525.1	52.07	55.08	58.58965683	44.57829285
2.94	-6.514187	0.0747	WP_132183354.1	WP_086668955.1	52.07	55.01	58.58965683	52.07546997
2.7	-2.790337	0.0903	WP_132183354.1	WP_082403176.1	52.07	54.77	58.58965683	55.79932022
2.34	0.126255	0.0757	WP_132183354.1	WP_075737041.1	52.07	54.41	58.58965683	58.71591187
2.09	-13.736294	0.0446	WP_132183354.1	erickson_711	52.07	54.16	58.58965683	44.85336304
1.83	-10.619923	0.0443	WP_132183354.1	erickson_606	52.07	53.9	58.58965683	47.96973419
1.68	-5.97036	0.0652	WP_132183354.1	WP_155388305.1	52.07	53.75	58.58965683	52.61929703
1.34	-5.636654	0.0769	WP_132183354.1	TQL66274.1	52.07	53.41	58.58965683	52.95300293
0.96	-4.357723	0.0694	WP_132183354.1	WP_116813002.1	52.07	53.03	58.58965683	54.23193359
0.95	-3.650608	0.055	WP_132183354.1	WP_086784246.1	52.07	53.02	58.58965683	54.93904877
0.64	-8.175137	0.088	WP_132183354.1	WP_083947829.1	52.07	52.71	58.58965683	50.41452026
0.36	-3.66721	0.0977	WP_132183354.1	WP_075975245.1	52.07	52.43	58.58965683	54.9224472
0.3	-12.994839	0.1111	WP_132183354.1	WP_081656754.1	52.07	52.37	58.58965683	45.59481812
0.3	-10.969803	0.0627	WP_132183354.1	ALS57601.1	52.07	52.37	58.58965683	47.61985397
0.23	-5.754635	0.0836	WP_132183354.1	WP_144126986.1	52.07	52.3	58.58965683	52.83502197
-0.06	-2.795696	0.0716	WP_132183354.1	KJK32958.1	52.07	52.01	58.58965683	55.79396057
-0.3	-7.645649	0.0657	WP_132183354.1	PKZ41776.1	52.07	51.77	58.58965683	50.94400787
-0.3	-6.989151	0.1042	WP_132183354.1	WP_070705826.1	52.07	51.77	58.58965683	51.60050583
-0.51	-0.472195	0.0659	WP_132183354.1	WP_020639922.1	52.07	51.56	58.58965683	58.11746216
-0.86	-4.816723	0.4061	WP_132183354.1	WP_131056699.1	52.07	51.21	58.58965683	53.77293396
-1.05	-1.110928	0.032	WP_132183354.1	WP_091450391.1	52.07	51.02	58.58965683	57.47872925
-1.09	-1.295841	0.0775	WP_132183354.1	WP_141984372.1	52.07	50.98	58.58965683	57.29381561
-1.34	-5.291782	0.0894	WP_132183354.1	WP_084400763.1	52.07	50.73	58.58965683	53.29787445
-1.81	-4.787361	0.0772	WP_132183354.1	WP_047194864.1	52.07	50.26	58.58965683	53.80229568
-1.82	-3.090275	0.0924	WP_132183354.1	GAP50618.1	52.07	50.25	58.58965683	55.49938202
-2.66	-5.263092	0.0932	WP_132183354.1	WP_052685689.1	52.07	49.41	58.58965683	53.32656479
-2.68	-7.65189	0.0956	WP_132183354.1	WP_143590710.1	52.07	49.39	58.58965683	50.93776703
-2.72	6.958759	0.6163	WP_132183354.1	WP_132337032.1	52.07	49.35	58.58965683	65.54841614
-2.76	-6.547695	0.0793	WP_132183354.1	WP_054022242.1	52.07	49.31	58.58965683	52.04196167
-2.92	-2.543022	0.0822	WP_132183354.1	WP_050671122.1	52.07	49.15	58.58965683	56.04663467
-2.92	-0.645531	0.0693	WP_132183354.1	KNX38636.1	52.07	49.15	58.58965683	57.94412613
-3.09	2.598736	0.0761	WP_132183354.1	WP_065917710.1	52.07	48.98	58.58965683	61.18839264
-3.19	-4.569008	0.0996	WP_132183354.1	WP_107465080.1	52.07	48.88	58.58965683	54.02064896
-3.19	-2.044094	0.0662	WP_132183354.1	SPF04022.1	52.07	48.88	58.58965683	56.54556274
-3.31	1.220661	0.0517	WP_132183354.1	WP_075846387.1	52.07	48.76	58.58965683	59.81031799
-3.32	-2.030666	0.1075	WP_132183354.1	WP_086562416.1	52.07	48.75	58.58965683	56.55899048
-3.33	3.7878	0.0903	WP_132183354.1	RZS34008.1	52.07	48.74	58.58965683	62.37745667
-3.46	1.606853	0.0616	WP_132183354.1	WP_122982115.1	52.07	48.61	58.58965683	60.19651031
-3.49	-7.714787	0.0767	WP_132183354.1	BAK48590.1	52.07	48.58	58.58965683	50.8748703
-3.55	6.220554	0.0839	WP_132183354.1	WP_103564314.1	52.07	48.52	58.58965683	64.81021118
-3.56	-5.307117	0.0637	WP_132183354.1	WP_045318561.1	52.07	48.51	58.58965683	53.28253937
-3.7	-3.931873	0.0584	WP_132183354.1	SNR28278.1	52.07	48.37	58.58965683	54.65778351
-3.97	-7.721722	0.0854	WP_132183354.1	WP_129849678.1	52.07	48.1	58.58965683	50.86793518
-4.36	-10.982471	0.089	WP_132183354.1	WP_085749752.1	52.07	47.71	58.58965683	47.60718536
-5.09	-14.108425	0.0627	WP_132183354.1	MBA55398.1	52.07	46.98	58.58965683	44.48123169
-5.18	-4.663353	0.0691	WP_132183354.1	WP_090538641.1	52.07	46.89	58.58965683	53.92630386
-5.27	-4.103531	0.0746	WP_132183354.1	WP_132628273.1	52.07	46.8	58.58965683	54.48612595
-5.29	-4.029827	0.0509	WP_132183354.1	WP_133877137.1	52.07	46.78	58.58965683	54.55982971
-5.29	-2.430641	0.1123	WP_132183354.1	TDO41999.1	52.07	46.78	58.58965683	56.15901566
-5.3	-4.595257	0.0839	WP_132183354.1	WP_141208867.1	52.07	46.77	58.58965683	53.99440002
-6.04	-5.607166	0.1058	WP_132183354.1	RZI82703.1	52.07	46.03	58.58965683	52.98249054
-6.66	0.219654	0.1091	WP_132183354.1	AWF98035.1	52.07	45.41	58.58965683	58.80931091
-7.1	-2.573528	0.0781	WP_132183354.1	RLT92980.1	52.07	44.97	58.58965683	56.01612854
-7.46	15.004711	0.0734	WP_132183354.1	WP_084693247.1	52.07	44.61	58.58965683	73.59436798
-7.49	5.12228	0.0775	WP_132183354.1	ALD14029.1	52.07	44.58	58.58965683	63.71193695
-7.71	-5.37331	0.0844	WP_132183354.1	WP_108710096.1	52.07	44.36	58.58965683	53.21634674
-7.83	3.667191	0.1043	WP_132183354.1	OUE26840.1	52.07	44.24	58.58965683	62.25684738
-7.92	-9.944923	0.054	WP_132183354.1	OGB27210.1	52.07	44.15	58.58965683	48.64473343
-8.0	-0.562569	0.0471	WP_132183354.1	WP_156365999.1	52.07	44.07	58.58965683	58.02708817
-8.0	1.585125	0.1071	WP_132183354.1	WP_053619136.1	52.07	44.07	58.58965683	60.1747818
-8.0	4.542706	0.0377	WP_132183354.1	KOX11336.1	52.07	44.07	58.58965683	63.13236237
-8.08	-1.063511	0.078	WP_132183354.1	WP_067035690.1	52.07	43.99	58.58965683	57.52614594
-8.2	-0.083477	0.0932	WP_132183354.1	WP_078759821.1	52.07	43.87	58.58965683	58.50617981
-8.21	0.771439	0.0687	WP_132183354.1	WP_104293293.1	52.07	43.86	58.58965683	59.36109543
-8.29	-0.868008	0.0742	WP_132183354.1	WP_143713288.1	52.07	43.78	58.58965683	57.72164917
-8.37	-1.601616	0.0664	WP_132183354.1	WP_043674879.1	52.07	43.7	58.58965683	56.98804092
-8.44	0.101254	0.0995	WP_132183354.1	REH26413.1	52.07	43.63	58.58965683	58.69091034
-8.59	-3.342861	0.0811	WP_132183354.1	WP_132675922.1	52.07	43.48	58.58965683	55.24679565
-8.63	0.05291	0.0767	WP_132183354.1	WP_119435032.1	52.07	43.44	58.58965683	58.64256668
-8.64	9.337864	0.0879	WP_132183354.1	WP_051167764.1	52.07	43.43	58.58965683	67.92752075
-8.64	10.119251	0.0894	WP_132183354.1	AGL16332.1	52.07	43.43	58.58965683	68.70890808
-8.71	-6.531452	0.0554	WP_132183354.1	WP_123685830.1	52.07	43.36	58.58965683	52.05820465
-8.8	-0.443657	0.0912	WP_132183354.1	WP_104115406.1	52.07	43.27	58.58965683	58.14599991
-8.82	-6.566135	0.079	WP_132183354.1	WP_085753242.1	52.07	43.25	58.58965683	52.02352142
-8.94	-4.329945	0.0736	WP_132183354.1	WP_092528534.1	52.07	43.13	58.58965683	54.25971222
-10.14	-2.148739	0.06	WP_132183354.1	WP_145865593.1	52.07	41.93	58.58965683	56.44091797
-10.5	-6.696079	0.0756	WP_132183354.1	GDY50131.1	52.07	41.57	58.58965683	51.89357758
-10.5	-5.239506	0.0767	WP_132183354.1	WP_137976057.1	52.07	41.57	58.58965683	53.35015106
-10.5	9.099033	0.0931	WP_132183354.1	MBQ14354.1	52.07	41.57	58.58965683	67.68869019
-10.54	-6.8969	0.0533	WP_132183354.1	AJP05992.1	52.07	41.53	58.58965683	51.69275665
-11.01	-3.819103	0.053	WP_132183354.1	WP_110080441.1	52.07	41.06	58.58965683	54.77055359
-11.2	3.225574	0.1067	WP_132183354.1	WP_120326365.1	52.07	40.87	58.58965683	61.81523132
-11.28	-4.552074	0.0742	WP_132183354.1	WP_143737449.1	52.07	40.79	58.58965683	54.0375824
-11.28	-3.095749	0.0779	WP_132183354.1	OPG10926.1	52.07	40.79	58.58965683	55.49390793
-11.74	-0.926384	0.0762	WP_132183354.1	WP_086515000.1	52.07	40.33	58.58965683	57.66327286
-11.87	4.790012	0.0658	WP_132183354.1	WP_015787089.1	52.07	40.2	58.58965683	63.37966919
-12.14	-8.064301	0.0721	WP_132183354.1	MBT71308.1	52.07	39.93	58.58965683	50.52535629
-12.19	-0.952564	0.0657	WP_132183354.1	WP_091449211.1	52.07	39.88	58.58965683	57.63709259
-12.43	3.973976	0.0651	WP_132183354.1	WP_104343804.1	52.07	39.64	58.58965683	62.56363297
-12.75	-7.74403	0.0635	WP_132183354.1	WP_023590072.1	52.07	39.32	58.58965683	50.84562683
-12.82	-2.086094	0.0724	WP_132183354.1	KHD76999.1	52.07	39.25	58.58965683	56.50356293
-12.82	-1.746025	0.0667	WP_132183354.1	WP_052163682.1	52.07	39.25	58.58965683	56.84363174
-12.84	-1.847538	0.0722	WP_132183354.1	KOV66859.1	52.07	39.23	58.58965683	56.74211884
-12.84	0.072262	0.0686	WP_132183354.1	WP_053744292.1	52.07	39.23	58.58965683	58.66191864
-13.54	2.378807	0.0853	WP_132183354.1	PWW60275.1	52.07	38.53	58.58965683	60.9684639
-13.54	2.90884	0.0823	WP_132183354.1	WP_110080872.1	52.07	38.53	58.58965683	61.49849701
-13.61	-9.958019	0.0675	WP_132183354.1	PCI81402.1	52.07	38.46	58.58965683	48.63163757
-14.25	-4.602207	0.0678	WP_132183354.1	WP_136529585.1	52.07	37.82	58.58965683	53.98744965
-16.01	-4.427971	0.0806	WP_132183354.1	WP_037799604.1	52.07	36.06	58.58965683	54.16168594
-16.27	3.314754	0.0782	WP_132183354.1	WP_094114762.1	52.07	35.8	58.58965683	61.90441132
-16.75	-7.302704	0.0676	WP_132183354.1	SBO93698.1	52.07	35.32	58.58965683	51.28695297
-17.21	3.807476	0.0972	WP_132183354.1	WP_150226575.1	52.07	34.86	58.58965683	62.39713287
-17.56	0.494106	0.0636	WP_132183354.1	WP_090758760.1	52.07	34.51	58.58965683	59.08376312
-17.56	1.283009	0.0635	WP_132183354.1	SDJ28682.1	52.07	34.51	58.58965683	59.87266541
-18.29	-2.964523	0.0772	WP_132183354.1	WP_019629726.1	52.07	33.78	58.58965683	55.62513351
-4.83	1.318737	0.0833	erickson_306	WP_116180173.1	92.57	87.74	61.25515747	62.5738945
-5.66	-7.754463	0.0562	erickson_306	erickson_501	92.57	86.91	61.25515747	53.50069427
-9.6	-5.409904	0.0558	erickson_306	CUM11140.1	92.57	82.97	61.25515747	55.84525299
-9.6	-2.625423	0.0722	erickson_306	AEV21261.1	92.57	82.97	61.25515747	58.62973404
-16.36	-13.07999	0.0855	erickson_306	erickson_611	92.57	76.21	61.25515747	48.17516708
-17.44	9.488434	0.0515	erickson_306	erickson_202	92.57	75.13	61.25515747	70.74359131
-20.52	-4.360443	0.0515	erickson_306	WP_084578793.1	92.57	72.05	61.25515747	56.89471436
-20.63	-16.756786	0.0519	erickson_306	erickson_BTA-1	92.57	71.94	61.25515747	44.49837112
-20.74	-16.756786	0.0519	erickson_306	erickson_715	92.57	71.83	61.25515747	44.49837112
-21.71	-16.768684	0.0519	erickson_306	erickson_703	92.57	70.86	61.25515747	44.48647308
-22.29	-16.755974	0.0519	erickson_306	erickson_701	92.57	70.28	61.25515747	44.49918365
-22.61	-16.745125	0.0517	erickson_306	erickson_714	92.57	69.96	61.25515747	44.51003265
-22.64	-16.644375	0.0519	erickson_306	erickson_704	92.57	69.93	61.25515747	44.61078262
-22.66	3.8713	0.0344	erickson_306	WP_132399348.1	92.57	69.91	61.25515747	65.12645721
-23.34	-8.281143	0.0491	erickson_306	WP_081971423.1	92.57	69.23	61.25515747	52.97401428
-23.47	-8.505905	0.0722	erickson_306	WP_068752972.1	92.57	69.1	61.25515747	52.74925232
-23.55	-16.576042	0.0519	erickson_306	erickson_705	92.57	69.02	61.25515747	44.6791153
-23.56	-9.13562	0.0515	erickson_306	WP_132413760.1	92.57	69.01	61.25515747	52.11953735
-24.22	-16.609215	0.0519	erickson_306	erickson_706	92.57	68.35	61.25515747	44.64594269
-24.27	-2.659332	0.0679	erickson_306	WP_091558835.1	92.57	68.3	61.25515747	58.5958252
-24.27	0.953281	0.0653	erickson_306	SDZ16714.1	92.57	68.3	61.25515747	62.20843887
-24.37	-5.630608	0.0412	erickson_306	erickson_407	92.57	68.2	61.25515747	55.62454987
-24.86	-16.599995	0.0513	erickson_306	erickson_716	92.57	67.71	61.25515747	44.65516281
-25.32	-16.399261	0.0396	erickson_306	erickson_504	92.57	67.25	61.25515747	44.855896
-25.34	-15.510483	0.0534	erickson_306	ADV92527.1	92.57	67.23	61.25515747	45.74467468
-25.39	-16.32198	0.0556	erickson_306	erickson_601	92.57	67.18	61.25515747	44.93317795
-26.16	-5.725357	0.0687	erickson_306	WP_089021493.1	92.57	66.41	61.25515747	55.52980042
-26.4	-2.775288	0.0686	erickson_306	WP_051808300.1	92.57	66.17	61.25515747	58.47986984
-26.61	-3.133503	0.0515	erickson_306	erickson_102	92.57	65.96	61.25515747	58.12165451
-26.7	-6.430199	0.0619	erickson_306	WP_139584963.1	92.57	65.87	61.25515747	54.8249588
-26.93	-11.576794	0.0859	erickson_306	WP_104613137.1	92.57	65.64	61.25515747	49.6783638
-27.0	-16.709694	0.0554	erickson_306	erickson_702	92.57	65.57	61.25515747	44.54546356
-27.06	-5.024273	0.0825	erickson_306	WP_117215036.1	92.57	65.51	61.25515747	56.23088455
-27.42	-5.581497	0.055	erickson_306	WP_091553551.1	92.57	65.15	61.25515747	55.67366028
-28.52	-8.458981	0.0687	erickson_306	CBY05529.1	92.57	64.05	61.25515747	52.79617691
-28.74	7.487144	0.0387	erickson_306	WP_091310325.1	92.57	63.83	61.25515747	68.74230194
-29.33	-6.442562	0.0619	erickson_306	WP_124822775.1	92.57	63.24	61.25515747	54.81259537
-29.38	-2.03133	0.0756	erickson_306	OPG07929.1	92.57	63.19	61.25515747	59.22382736
-29.38	3.731865	0.0481	erickson_306	WP_143737622.1	92.57	63.19	61.25515747	64.9870224
-29.74	-5.302437	0.0619	erickson_306	CCH19814.1	92.57	62.83	61.25515747	55.95272064
-29.74	-4.832333	0.0515	erickson_306	WP_039906502.1	92.57	62.83	61.25515747	56.42282486
-29.95	-4.97924	0.0515	erickson_306	SHM40309.1	92.57	62.62	61.25515747	56.27591705
-30.15	-5.466618	0.0619	erickson_306	WP_101366623.1	92.57	62.42	61.25515747	55.78853989
-30.16	8.136101	0.0653	erickson_306	WP_083303042.1	92.57	62.41	61.25515747	69.39125824
-30.16	8.849777	0.0653	erickson_306	SCF49212.1	92.57	62.41	61.25515747	70.10493469
-30.93	-6.855431	0.0275	erickson_306	PIG53436.1	92.57	61.64	61.25515747	54.39972687
-30.93	-6.779816	0.0412	erickson_306	WP_099848711.1	92.57	61.64	61.25515747	54.4753418
-31.03	-6.45908	0.0756	erickson_306	WP_091283529.1	92.57	61.54	61.25515747	54.79607773
-31.06	-7.661316	0.0481	erickson_306	WP_086849962.1	92.57	61.51	61.25515747	53.59384155
-31.2	-3.880676	0.0893	erickson_306	WP_013736455.1	92.57	61.37	61.25515747	57.3744812
-31.39	-6.62405	0.0275	erickson_306	KOX03277.1	92.57	61.18	61.25515747	54.63110733
-31.39	-5.933117	0.0584	erickson_306	WP_082377728.1	92.57	61.18	61.25515747	55.32204056
-31.46	-1.128361	0.0619	erickson_306	WP_125191182.1	92.57	61.11	61.25515747	60.12679672
-31.54	-6.969307	0.0687	erickson_306	WP_110567505.1	92.57	61.03	61.25515747	54.28585052
-31.69	2.685593	0.055	erickson_306	WP_132386942.1	92.57	60.88	61.25515747	63.94075012
-31.71	-7.432804	0.0653	erickson_306	WP_093411427.1	92.57	60.86	61.25515747	53.82235336
-31.85	-5.97802	0.0619	erickson_306	WP_130464304.1	92.57	60.72	61.25515747	55.27713776
-32.21	-5.75782	0.0619	erickson_306	WP_088988822.1	92.57	60.36	61.25515747	55.49733734
-32.71	-6.510441	0.0756	erickson_306	WP_083302694.1	92.57	59.86	61.25515747	54.74471664
-32.84	1.232235	0.0687	erickson_306	WP_088642378.1	92.57	59.73	61.25515747	62.48739243
-33.1	5.571564	0.0378	erickson_306	SCF11721.1	92.57	59.47	61.25515747	66.82672119
-33.19	-7.237743	0.0687	erickson_306	WP_130401777.1	92.57	59.38	61.25515747	54.01741409
-33.31	-5.549767	0.079	erickson_306	WP_145923095.1	92.57	59.26	61.25515747	55.70539093
-33.33	-3.859409	0.0653	erickson_306	WP_078844206.1	92.57	59.24	61.25515747	57.39574814
-33.4	1.080936	0.0481	erickson_306	WP_035286617.1	92.57	59.17	61.25515747	62.3360939
-33.63	-5.094837	0.0619	erickson_306	WP_124770494.1	92.57	58.94	61.25515747	56.16032028
-33.82	-7.834488	0.0344	erickson_306	WP_130477875.1	92.57	58.75	61.25515747	53.42066956
-34.29	-6.597725	0.0687	erickson_306	ROO62349.1	92.57	58.28	61.25515747	54.65743256
-34.4	0.173126	0.0619	erickson_306	WP_073887759.1	92.57	58.17	61.25515747	61.42828369
-34.62	-6.160645	0.0653	erickson_306	MTK05241.1	92.57	57.95	61.25515747	55.09451294
-34.66	-6.565178	0.0653	erickson_306	WP_112669767.1	92.57	57.91	61.25515747	54.68997955
-34.75	-6.736855	0.0584	erickson_306	WP_109639600.1	92.57	57.82	61.25515747	54.51830292
-34.81	-4.354031	0.0481	erickson_306	WP_111700265.1	92.57	57.76	61.25515747	56.90112686
-35.11	-3.969097	0.079	erickson_306	WP_141569747.1	92.57	57.46	61.25515747	57.28606033
-35.26	-0.524536	0.0584	erickson_306	KWV30420.1	92.57	57.31	61.25515747	60.73062134
-35.65	-8.235645	0.0893	erickson_306	WP_093954453.1	92.57	56.92	61.25515747	53.01951218
-36.52	-16.437431	0.0519	erickson_306	erickson_709	92.57	56.05	61.25515747	44.81772614
-36.53	5.159134	0.0526	erickson_306	WP_043791386.1	92.57	56.04	61.25515747	66.41429138
-36.62	-2.635529	0.0554	erickson_306	WP_084434874.1	92.57	55.95	61.25515747	58.61962891
-36.67	-5.224724	0.0625	erickson_306	WP_103503499.1	92.57	55.9	61.25515747	56.03043365
